,,,,,,,,,,,,,,,,,,,,,10.51131441,9.645753373,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,15.60459007,14.06450045,10.48434677,7.314948338,8.988001329,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,12.0308783,14.31353081,13.47396092,11.17291691,6.240030948,5.376717257,6.972513063,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,13.88783759,11.16316834,10.46319812,9.809270397,11.46232918,10.83228424,6.764563853,2.639859507,2.39392699,5.718173017,,,,,,,,,,,,
,,,,,,,,,,,,,,,15.53962623,13.53781509,11.17961273,9.038860385,6.644416494,6.87267315,7.764023827,5.181727168,2.616769107,-0.063454582,1.137348694,,,,,,,,,,,,
,,,,,,,,,,,,,15.07862545,11.90913099,13.15533928,13.43604568,10.88557369,9.016388834,6.015075746,4.472401447,2.662859626,3.267679552,2.325798026,-0.229583128,-1.200050115,-0.197812706,,,,,,,,,,,
,,,,,,,,,,,,13.8007069,13.46740997,11.86319374,11.08361563,10.91728717,11.09201215,7.853413061,6.140816708,2.887171259,1.397107999,1.413044344,-0.247835972,-0.321199151,-1.20172874,-1.442873644,-0.073399871,,,,,,,,,,
,,,,,,,,,,,11.55887322,10.32840753,10.32623941,10.04704576,9.905043077,7.773662545,7.562665079,6.680380639,4.14695097,2.702478628,1.445598704,-0.630864055,-0.351182225,0.150717356,-1.626040561,-2.159446117,-0.756836067,-0.524708328,,,,,,,,,
,,,,,,,,,13.15372653,12.34280023,10.43320329,7.948408759,7.398411893,6.444402431,6.828445798,5.849739366,3.697550193,4.616220777,2.990367675,2.6673994,-0.800024385,0.517316284,-0.318656334,-0.920697927,-1.976481577,-0.73811284,-1.452849415,-0.171119478,-0.682096101,,,,,,,,
,,,,,,,,11.47841539,11.640818,9.904924061,7.509377139,6.439946861,4.444925446,5.11427093,2.366478283,2.178950529,2.017112533,2.238198712,0.797834855,0.905865151,-0.741506289,0.07323674,-0.511159849,0.356084354,-1.184972199,-0.883878434,-0.923112851,-1.030844676,-1.224975443,-1.643533143,,,,,,,
,,,,,,8.302802654,9.60570467,9.401970622,8.79386246,9.007244581,6.104016831,3.901465733,2.469672942,2.282215536,1.930952196,-0.90624429,0.698326983,0.734055369,-0.705415493,-1.371096508,0.870283115,-0.81441694,-0.772969118,0.662858012,-0.663384496,0.208124894,-1.146106127,-0.289558845,-1.451758556,-1.238831717,-1.967203468,,,,,,
,,,,,6.311792804,6.305530545,6.641762551,5.888303429,5.927377609,7.350577348,5.683021356,2.026584888,-0.528299962,-0.632001424,0.66635951,-1.159609932,-2.001799726,-1.42172756,0.156350206,-2.464364454,-1.889097952,-0.044731905,-0.637898261,-0.02960847,0.469559416,-1.058633604,-0.32650285,-0.121775713,-0.033144969,-1.114515786,0.056359056,-2.010895484,,,,,
,,,,3.193136776,5.046009427,4.70314532,4.644102202,4.21454456,3.432739368,4.530505492,4.845873165,2.12497233,-0.666321257,-2.480651149,-1.819878351,-3.252340068,-3.101932069,-2.720208988,-1.888982535,-1.103879938,-1.274808558,0.626127935,-0.939530464,-1.121292557,1.334997613,0.730528381,0.010040995,-1.524887348,0.413969945,1.122259496,0.186274102,0.633382194,-0.129752423,,,,
,,2.139028645,2.523735193,3.533991708,3.410631471,2.642838245,3.248659849,3.274832125,2.95862986,2.439308924,1.85220389,2.911752274,1.214977623,-0.869429223,-2.386904299,-4.079744619,-3.050750802,-3.875943206,-3.630076824,-2.099996684,-2.474986424,-1.352745652,-0.14121974,-1.183541713,1.166682023,1.91815649,1.354660998,0.874048821,-2.102147681,1.018525629,0.558519474,1.793784679,1.240931954,0.671692339,,,
,1.19586959,1.52460644,1.732533211,2.546355111,1.85218026,2.470989119,1.769188966,2.34495137,2.045562777,1.724436814,2.040159347,1.649739907,2.44985516,1.882705956,-0.9948497,-1.864127491,-4.029372571,-1.912009944,-4.295003773,-3.4018873,-2.62511397,-1.826179063,0.180607034,-0.688463401,0.416131973,1.960545632,2.260488199,1.384762307,0.969647731,-1.442212228,0.704526356,0.920895667,0.987990101,1.5884374,,,
1.291540731,1.228253873,1.156729093,1.182878323,1.22672895,2.257103483,0.91422435,1.069468105,1.015269775,1.525607544,1.629824802,1.987010601,2.95852239,1.817095822,3.040500226,1.215712548,0.237432475,-3.708958003,-2.526068874,-2.563560255,-3.682893692,-3.015287744,-3.037698767,-1.692464566,-0.827397206,0.095462497,1.702073934,2.303133095,2.342630722,2.302535959,0.811674443,-0.033635221,1.577016789,1.670774098,1.519100196,1.305800314,,
1.343684061,1.338387398,1.252475371,0.989228011,1.023619967,1.120033671,0.88413293,0.270275486,0.430914046,1.052621707,1.257711878,1.803900335,2.654712266,3.313402179,2.042333052,2.46496729,0.940617273,1.048238882,-0.360852052,-3.076217253,-3.26075528,-3.536260474,-2.764539536,-3.271648129,-1.816814114,-0.356035809,1.730407016,1.896395996,2.832030037,3.203974349,2.661226845,1.910060224,0.64774159,1.602481318,1.41227893,1.390999246,1.243421363,
1.311670952,1.448983927,1.383751814,1.268723881,1.142224024,0.883257139,0.297041697,0.19069174,0.354666238,0.45106383,1.271442156,1.200684309,1.971107418,2.501531558,2.838976621,2.687400599,2.25753638,1.345823335,-0.457201393,-1.841551238,-2.135499845,-4.181181641,-3.312285334,-2.985324963,-2.433179115,-1.281143522,0.762995792,2.598788339,2.171856092,3.13054025,3.981043729,2.862443718,2.179352958,0.5210161,1.28711961,1.355109934,1.330160134,
1.14070199,1.265086383,1.345085125,1.474476383,1.394247537,1.163707823,0.836903063,0.400175933,0.283034743,0.387332288,1.087880777,1.580802777,1.566589674,2.437888533,2.258295906,1.843662084,2.367372184,2.060924024,1.493144791,0.80187569,0.015536631,-1.865473692,-2.847284696,-2.859299177,-2.695323153,-2.122297059,-0.250839447,1.20030448,2.647074519,1.845035587,2.94100117,3.306783854,3.164922074,3.080162617,1.297805511,1.318927091,1.334410265,
0.823799271,1.131741967,1.129859775,1.464416542,1.567958321,1.492410212,1.260430579,0.992790044,0.527026954,0.340403274,0.523041852,0.964115182,1.826426507,1.237673419,2.45709506,2.257567398,1.666881597,2.729902096,1.22850809,1.009681347,-0.069537608,-0.352294764,-2.384272604,-3.401950405,-2.193384761,-1.500989312,-0.852901804,0.743408714,2.738968475,3.112601719,2.793519781,2.480383091,3.019327871,3.129884623,2.378385634,1.531470575,1.383381193,
,0.852980611,0.881763852,1.327175615,0.999821827,1.573138004,1.934462988,1.69879104,1.232116772,0.650168072,0.37935479,1.471648055,0.917546226,1.164499823,1.572623833,1.869984435,1.681698007,2.260046174,1.966834542,1.313927271,0.912800631,1.702159129,-0.622445294,-1.374356852,-2.655182975,-2.973274176,-1.597451488,-1.199823491,1.432826822,2.519800331,3.542654919,2.590115425,2.681331454,2.63183799,2.737334735,2.132596367,1.604937699,
,0.144326801,0.536868163,1.184015701,1.172492407,1.358685322,1.753406186,1.589953845,1.983684173,1.730021762,0.734105357,0.68478911,1.531626468,1.420797643,1.029288558,1.606582161,1.051838579,1.633176297,1.982164764,0.833851996,1.297567525,0.598907909,0.392042662,-0.488822469,-1.717159005,-0.819175056,-1.347921056,-1.215273315,0.280070457,2.059731687,2.466730828,2.12557783,2.651645005,2.09041745,2.380122821,2.34939471,1.975588234,1.60995674
,-0.980032379,-0.010988273,-0.137658754,1.317402236,0.603185483,1.593109013,1.771759293,1.624167,2.121388106,1.533496472,0.718071777,1.30763205,1.131020817,1.052839544,1.498276936,1.372022262,1.495248938,1.999191244,0.871897446,1.416547075,1.55067468,0.254174954,0.676603749,0.531729401,-0.439327515,0.353412175,-1.12759472,-1.029045986,1.051229797,1.209393742,2.178706898,1.878181,3.273461775,2.159309756,2.211924409,2.120318429,
,,-1.838916546,-0.99001004,-0.413359365,0.886985771,1.35709816,1.389662221,1.831017773,2.144439041,1.724328412,1.541930387,1.120811926,1.334976355,0.854215299,1.276159414,0.982642805,2.777139673,1.677522053,1.396477159,1.463963639,2.024659712,1.181120949,1.558478158,1.506041637,0.74173863,0.566138906,0.389902851,-0.877965923,-1.449956705,0.523677352,0.482750382,1.699894486,1.930045165,2.509925297,2.139470251,2.069068715,1.962515943
,,,,-3.377702511,-0.857141395,0.494044278,1.016357939,1.485590835,2.122560785,2.208933417,2.014550674,1.985759235,1.379690535,1.70898701,1.496603584,0.916084059,0.819979993,1.66385076,1.832859653,1.51994414,0.966062775,1.293661132,1.75558601,1.135097983,0.204409514,0.794960664,0.512126471,-0.394808361,-0.684520864,-0.98081285,-0.461427574,0.161614222,1.001883537,1.773016583,2.072747255,2.005865525,1.941597095
,,,,,,-1.632382711,-0.912877204,0.246454162,1.860485279,2.974036482,2.571802758,2.691769997,2.625845605,1.837514026,2.064044728,1.822777042,0.960156973,1.253935923,1.210696052,0.79824958,1.91970255,0.756850578,0.733114626,1.498243914,1.37241249,0.36289253,1.010256981,0.250536556,-0.995996364,-1.047021848,-1.270003368,0.089240909,0.069986166,0.884783337,1.465309968,1.786551878,1.853496634
,,,,,,,-3.160877242,-0.897571314,0.282852189,2.721633692,3.380947839,2.947118175,2.482990046,3.350825223,2.773414495,1.460212119,1.972587112,0.79577675,0.968098018,-0.364290467,0.759255986,1.310501814,1.011141525,0.624604699,1.320928818,1.301860586,0.055254238,-0.408298706,-0.443680905,-0.442937096,-1.727713673,-1.855239557,-0.332820957,0.14388403,0.751095141,1.261697276,1.59037416
,,,,,,,,,-0.921365681,0.633301553,2.798325912,2.706953729,3.424100219,2.397864663,2.424765831,3.076896896,1.229888503,1.114844332,1.356085248,1.210603652,-0.341231276,0.484566357,0.877226267,0.611187499,0.828622797,1.42211951,-0.013113768,0.840459634,-0.471141567,-0.385107468,-0.130221255,-0.89057299,-1.552664951,-0.477312071,0.112307562,0.645375865,1.124898751
,,,,,,,,,,,0.468718132,2.345947805,2.453050007,3.113401758,3.336887185,2.439262816,2.714538805,1.769951271,1.076500171,1.140969807,1.730853499,1.086124294,1.194824924,0.815152272,0.585782873,1.256138644,1.156023654,0.314882346,-0.13171834,-0.833706309,-0.056278559,-0.320978305,-0.665835621,-0.970418664,-0.448693135,0.061686283,
,,,,,,,,,,,,-0.940273244,1.070985202,1.896440577,1.853080873,2.539962524,2.215047488,1.998610858,0.211501844,0.211664385,0.59214272,0.951812237,1.432752494,1.066353845,0.903643853,0.556191656,0.402930352,1.015438637,0.051258796,0.209033176,-0.349758658,-0.204199283,-0.36518475,-0.538749444,-0.674925434,,
,,,,,,,,,,,,,,-0.900637773,-0.153238711,1.688203424,1.550990356,1.712480566,1.410985527,0.611787132,0.16101797,0.263669811,0.661257551,1.354856417,0.950861463,0.257832591,0.733270464,0.93815012,-0.105705167,0.227259577,0.651587902,0.043333338,-0.144794425,-0.29921355,,,
,,,,,,,,,,,,,,,,-2.097204758,0.546609157,0.387000436,0.29665989,-0.015055885,0.948606013,-0.06478588,-0.112465043,0.459014426,2.084992425,1.926878171,1.163901359,0.945510599,0.670990449,0.400004327,0.089566881,0.278822856,0.152096649,,,,
,,,,,,,,,,,,,,,,,-4.02837806,-2.121680785,-1.502232276,-1.092900495,0.170467771,0.691883302,0.389352383,1.248833324,1.162122287,1.548127627,2.071160023,1.394558765,1.066500836,-0.181681623,-0.692851081,-0.407441724,,,,,
,,,,,,,,,,,,,,,,,,,-5.092229188,-3.572835666,-1.540843655,0.168914901,0.473668414,0.280557554,1.234603236,1.060653621,1.593780825,1.969671668,2.013333665,0.505015223,-0.275779177,,,,,,
,,,,,,,,,,,,,,,,,,,,,-5.047761724,-3.329712639,-1.876175352,-0.544861258,0.421730043,1.311144933,2.569469501,1.529501089,2.061716931,1.015394344,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-7.681873768,-6.174855712,-3.94410233,-2.553106866,-1.263313711,-0.884922041,0.891555529,0.081906452,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,-8.812342147,-6.999665161,-4.854724852,-3.744015526,-2.379383798,-0.683851067,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-8.532949961,-6.408418971,-5.908199521,,,,,,,,,
